제목,가사,가수,발매일,좋아요수,장르
One Thing,"주의 위대하심과 성실하심을
끊임없이 선포하리라
주의 크신 그 사랑과 인자하심을
변함없이 찬양하리라
주를 향한 노래
나는 주의 영원한 멜로디
우리가 원하는
단 한 가지 소망
그의 성전에서
우리 모두 찬양해
우리가 원하는
단 한 가지 소망
지존하신 그 이름 찬양해
지존하신 그 이름 찬양
주의 위대하심과 성실하심을
끊임없이 선포하리라
주의 크신 그 사랑과 인자하심을
변함없이 찬양하리라
주를 향한 노래
나는 주의 영원한 멜로디
우리가 원하는
단 한 가지 소망
그의 성전에서
우리 모두 찬양해
우리가 원하는
단 한 가지 소망
지존하신 그 이름 찬양해
지존하신 그 이름 찬양
우리가 원하는
단 한 가지 소망
그의 성전에서
우리 모두 찬양해
우리가 원하는
단 한 가지 소망
지존하신 그 이름 찬양해
지존하신 그 이름 찬양",김꽃,2016.05.17,81,"발라드, 인디음악"
안녕,"안녕
내 마음 다해 사랑한 사람
부러울게 없었던
그때 그 시절도 안녕
모습도 안녕
안녕
이젠 남이 되어 버린 사람
모르는 사람처럼
몰랐던 것처럼 보낸다
뜨겁게 지낸 맘이
한순간 다 무너지는 밤
사랑했어 미쳤었지 네게
모든 걸 쏟아붓던 나였고
진심을 다했던 너
다신 볼 수 없을
그 숨 가빴던 시절 안녕
안녕
영원할 거라 생각했었던
그 믿음들도 이젠
변한 것처럼 보낸다
아름다운 것 모두
한순간 다 무너지는 밤
사랑했어 미쳤었지 네게
모든 걸 쏟아붓던 나였고
진심을 다했던 너
다신 볼 수 없을
그 숨 가빴던 시절 안녕
보고싶어 미칠만큼 니가
내 곁을 떠난 그 순간부터
기억해줘 잊진 말아줘
소중했던 시절 너를 닮고 싶었던
사람을",이성민,2016.05.18,329,발라드
On My Own (Feat. Gen Neo),"It’s okay it’s okay
I’ll lie and say It’s okay
So far I’ve gone to get to you
It’s okay it’s okay
You see through my hardened face
Trying to see the light
through the rain
Hoping that nothings gone
But still I hold on
this mask is running thin
I know I’m losing my senses
I pray each and every day
For me to stay awake
‘Cause I’m on my own
where are you
It’s too late It’s too late
Won’t believe I came too late
The bells rung me out
I’ve been knocked down
I’m done for good
I’m done for good
Though there’s no way
But still I hold on
this mask is running thin
I know I’m losing my senses
I pray each and every day
For me to stay awake
‘Cause I’m on my own
But still I hold on
my breath now is running thin
I don’t care that I’m losing
I want you here to stay
For you complete me
But I’m here alone where are you
Where are you
No more things left to say
I just wanted you to stay
Hold on this mask is running thin
I know I’m losing my senses
Pray each and every day
For me to stay awake
Cause I’m on my own
where are you",Amber Liu (엠버),2016.05.18,"2,375",발라드
함께했던,"사랑한단 그 흔한 말보다
따뜻하게 안아주는
평생을 영원히 오직 너 하나만
아는 그런 사람
미안하단 그 흔한 말보다
고맙다고 말해 주는
세상에 지칠 때 기댈 수 있는
변하지 않는 그 사랑 약속할게
함께했던 시간 속에서
우리라는 이름을 만들어 가
내게 허락한 사랑 내 전부인 사람
너만 사랑할게
보고싶단 너의 한 마디에
언제든지 달려 가는
무엇도 너와는 비교할 수 없는
변하지 않는 그 사랑 약속할게
함께했던 시간 속에서
우리라는 이름을 만들어 가
내게 허락한 사랑 내 전부인 사람
너만 사랑할게
가끔 부족한 내가
너를 아프게 한대도
너를 사랑하는 마음
이것만은 믿어 줘
함께했던 시간 속에서
우리 앞에 펼쳐진 이 길 위에
아름답게 수 놓은 추억들이
어느새 흔적도 없이
사라져 버릴까
괜한 두려움이 지금 이 행복이
나의 마지막 사랑아",에스프레소,2016.05.18,146,"발라드, 국내드라마"
The Minstrel Boy (Remastered),"The minstrel boy to the war is gone
In the ranks of death you'll find him
His father's sword he has girded on
And his wild harp slung behind him
Land of Song said the warrior bard
Though all the world betrays thee
One sword at least
thy rights shall guard
One faithful harp shall praise thee
The minstrel boy to the war is gone
In the ranks of death you'll find him
His father's sword he has girded on
And his wild harp slung behind him
Land of Song said the warrior bard
Though all the world betrays thee
Land of Song said the warrior bard
Though all the world betrays thee
One sword at least
thy rights shall guard
One faithful harp shall praise thee",엘리케이 (Elli K),2016.05.19,16,발라드
Cinema paradiso,"Se tu fossi nei miei occhi per un giorno
Vedresti la bellezza che piena d’allegria
Io trovo dentro gli occhi tuoi
E ignore se e magia o realta
Se tu fossi nel mio cuore per un giorno
Potresti avere un’idea
Di cio che sento io
Quando mi abbracci forte a te
E petto a petto noi
Respiriamo insieme
Protagonista del tuo amor
Non so se sia magia o realta
Se tu fossi nella mia anima un giorno
Sapresti cosa sento in me
Che m’innamorai
Da quell’istante insieme a te
E cio che provo e
Solamente amore",엘리케이 (Elli K),2016.05.19,48,발라드
시간아멈춰,"시간아 멈춰 지금 이 순간
이대로 멈춰 여기 너와 나
마냥 그냥 자꾸 웃음만 나와
달콤한 feeling wanna be singing with you
처음 본 순간 알아 본 거야
네가 내가 찾던 사람이란 걸
무슨 말이 더 필요하겠니
얼굴만 봐도 그저 좋은걸
시간아 멈춰 지금 이 순간
이대로 멈춰 여기 너와 나
마냥 그냥 자꾸 웃음만 나와
달콤한 feeling wanna be singing with you
모든 걸 가진 기분이야
너만 너만 있으면
baby I'm falling in love with you
꽉 잡은 두 손 놓지 않을래
시간아 멈춰 지금 이 순간
이대로 멈춰 여기 너와 나
마냥 그냥 자꾸 웃음만 나와
달콤한 feeling wanna be singing with you
이 시간이 지나도 우리 사랑
영원히 변치 않기를
어떤 말로도 이 기분 다 표현 못 해
이 마음을 이 사랑을
멈춰 지금 이 순간
이대로 멈춰 여기 너와 나
마냥 그냥 자꾸 웃음만 나와
달콤한 feeling wanna be singing with you
달콤한 feeling wanna be singing with you",쉬즈지영,2016.05.19,41,발라드
Sending You,"너와 함께한 우리 추억마저
난 다 지웠는데
흔한 향기가 곳곳에 남아
잊을 수가 없어
꿈 속에 니가 아른거려
괜찮던 내가 그리움에 사무쳐
우린 참 예뻤구나 참 좋았구나
추억의 길을 걷는다
고마워요
나에게 선물 같은 사랑을
아름다웠던 우리의 추억을
사그라져 가는 나날 속
너의 향기를 바람 속에
흩날려 보낸다
고마워요
나에게 선물 같은 사랑을
아름다웠던 우리의 추억을
사그라져 가는 나날 속
너의 향기를 바람 속에
흩날려 보낸다
이젠 가요 흘러간 시간처럼
너도 그렇게 흘러가
잘 있어요 추억은
가슴에 묻고 널 보내
고마워요
나에게 선물 같은 사랑을
아름다웠던 우리의 시간을
사그라져 가는 나날 속
너의 향기를 바람 속에
흩날려 보낸다",하연,2016.05.20,32,발라드
김치찌개,"김치 김치 김치찌개
김치 김치 김치찌개
김치 찌개를 먹던
거기 광화문집 생각나
얼큰하고 시원한맛
돼지고기 듬뿍 들었던
김치 찌개와 먹던
노란 계란말이 기억나
하얀겨울 하얀두부
밑반찬 너와함께여서 좋았지
우 우우 네가 싫어하던
우우우 우우 비계 떼어 줬었지
김 정팔 오빠 어디있냐
치 연락 한번 않하고
찌 질하게 이러기냐 이런
개 너는 나의 김치찌개
김치 김치 김치찌개
김치 김치 김치찌개
김치 찌개를 보면
자꾸 오빠면상 떠올라
광화문집 구석자리 이인분
오빠없이혼자 먹는다
우 우우 네가 싫어하던
우우우 우우 비계 떼어 줬었지
김 정팔 오빠 어디있냐
치 연락한번 않하고
찌 질하게 이러기냐 이런
개 너는 나의 김치찌개
김 정팔 이젠 필요없다
치 연락하지 말아라
찌 질하게 계속살아 이런
개 너는 나의 김치찌개
김치 김치 김치찌개
김치 김치 김치찌개",조앤박 (CHOnPARK),2016.05.20,12,발라드
"With (Feat. 콩나무아트 : 김경아, 이선주, 김수하, 심성은, 손유진, 김나영, 설가인, 김무영)","우리의 마음에 있는
아무도 따라 할 수 없는 것
나만의 독특함 생명력
향기가 있는 빛
아니라 하지 말아요
나는 당신의 빛이 보여요
너무나 밝게 영원히 빛나고 있어요
해가지고 밤이 오면
이 어둠이 두렵나요
그럴 땐 잠시 당신의 마음 속
빛을 들여봐요
동 트기 전 새벽 별이
가장 밝게 빛나는 걸
어둠 속에서 찬란히 빛나는
당신 마음의 별 워어어
우리의 마음에 있는
아무도 따라할 수 없는 것
나만의 독특함 생명력
향기가 있는 빛
아니라 하지 말아요
나는 당신의 빛이 보여요
너무나 밝게 영원히 빛나고 있어요
너무나 찬란히
또 영원히 빛나고 있어요",ART.P (아트피),2016.05.20,5,발라드
벚꽃잎이 내려앉으며,"코끝에 다가온
향긋한 봄내음
내 마음에 향기가
손을 잡고 걷는
이 하얀 길따라
어디든 가고싶어
우리 두 사람이
걸어가는 길 위에
하얀 벚꽃잎이 내려앉으며
우릴 축복하듯 감싸와
마주보는 얼굴에
미소만이 담겨져있는 사랑
예전에 몰랐던
꽃이주는 느낌
이제 알게 됐어요
모든게 달라져
다 느끼게 됐죠
사랑을 하나봐요
우리 두 사람이
걸어가는 길 위에
하얀 벚꽃잎이 내려앉으며
우릴 축복하듯 감싸와
마주보는 얼굴에
미소만이 담겨져있는 사랑
바라고 바랬던
이 시간 꿈만 같아요
영원하기를 바라고있어
그대도 나와 같겠죠
우리 두 사람이
걸어가는 길 위에
하얀 벚꽃잎이 내려앉으며
우릴 축복하듯 감싸와
마주보는 얼굴에
미소만이 담겨져있는 사랑",더 라임,2016.05.23,161,발라드
웃고싶다,"이렇게 벚꽃이 필때면
너를 생각해
언제쯤 우리 손을 꼭 잡고
같은 길을 걸을까
오늘은 꼭 하고 싶은말
하고 말거야
넌 지금 어딨니
어서 내 앞에 빨리 나타나줘
지루했던 날도 너 때문에 나는
행복한 오늘이 되는걸
이런게 사랑이 아닐까
너랑 웃고싶다
같이 웃고싶다
넌 나를 어떻게 생각할까
참으면 병날것 같은데
언제쯤 너에게 말해볼까
사랑한다고 처음본 그날부터
너만 빼고 모두 내 맘을 다 알아
왜이리 눈치가 없는지
상상해본걸 말해볼까
너랑 웃고싶다
같이 웃고싶다
넌 나를 어떻게 생각할까
참으면 병날것 같은데
언제쯤 너에게 말해볼까
사랑한다고 처음본 그날부터
오늘부터 우리 사귀어볼까
너무 잘 어울릴 것 같은데
오늘부터 우리 설레어볼까
웃게해줄게 너만을
사랑해줄게 너만을
내평생을 너와함께 웃고싶다",리민,2016.05.23,25,발라드
그 자리,"아무 의미 없는
일이란 건 잘 알지만
너와의 그 기억들을 잊는 게
그리 쉽겐 잘 안되나봐
거리에 사람들
태연히 오가는데 나 혼자서
길 잃은 어린 아이처럼
기억 속을 난 서성여
지우고 지워도
너는 늘 그자리
미루고 미뤄도
넌 항상 내 곁을 맴돌아
아무리 흘려도
눈물은 매일매일 또 널 불러와
창문 밖 계절은
끝없이 오가는데 나 혼자서
시간이 멈춰진 것처럼
기억속에 난 남겨져
지우고 지워도
너는 늘 그자리
아무리 애써도
넌 항상 내 곁을 맴돌아
익숙한 너만의 그 향기도
손 끝에 남겨진 그 온기도
모두 다
아무 의미없는
조각난 기억에 난
살고 있어",모노톤,2016.05.23,48,발라드
나의 약점 (MR),"언제나 거기에 있어
고마움은 미뤄 놓았어
언제든 원할 때
감사할 수 있으니까
편안했던 하루 속엔
티 안 나게 네가 있어 줬어
문 열면 있는 나무 그늘처럼
특별함에 대한 착각
익숙함에 대한 오해들
숨 쉬는 것처럼
넌 내 호흡이었는데
지친 날엔 쿠션 되어
취한 날엔 꿀물이 되어 준
온통 없으면 안 되는 너
너에게 난 무엇을 주었나
이제 나와 결혼해줘
때늦은 고백에 단점 가득한 나와
나머지 인생은 내 차례인 걸
항상 미소만 짓지 말아줘
내가 잘 못 하면 떠나갈 듯
화도 실컷 내버려
너의 소중함은 내게 약점이야
가끔 내게 긴장을 줘
절대 방심하지 말라고
언제든 나 따윈
버림받을 수 있다고
너무 늦은 고마움에
딱 한 번만 봐주는 듯 안아줘
너는 내게 과분한 사람
난 너를 또 욕심 내본다
이제 나와 결혼해줘
때늦은 고백에 단점 가득한 나와
나머지 인생은 내 차례인 걸
항상 미소만 짓지 말아줘
내가 잘 못 하면 떠나갈 듯
화도 실컷 내버려
너의 소중함은 내게 약점이야
네가 있어 견딘 거잖아
깨달은 너의 특별함이 날 지탱해
나머지 인생은 내게 맡겨봐
혹시 슬픈 날 우릴 찾아도
절대 후회 없이 남김 없이
사랑 실컷 다 쓰자
너의 소중함은 내 모든 것이야
너의 소중함은 내 모든 것이야",손호영(SHY),2016.05.23,802,발라드
기다리는 동안,"키작은 오후에 두팔을 내던진
이 손가락들 사이로 넌 다가오겠지
왠지 낯설기도 한
아직은 빛이 남아있는 저녁
설레이는 난
기다리는 동안 저 그늘 아래서
조용히 내 이어폰을 들어
오늘도 기분좋은 음악이 흘러나와
모든 나의 행복은 니가되지
꿈을 꾸곤해 모든 내 이야기엔
언제 어느때고 니가 존재해
그렇대도 그리워 어디쯤이니
이맘때면 꼭 서두르는 너의 발소리가
두근거릴 나를 반기지
가쁜 숨을 몰래 뒤로하는
니 어색한 웃음이 발그란 볼이
꿈을 꾸곤해 모든 내 이야기엔
언제 어느때고 니가 존재해
그렇대도 그리워 어디쯤이니
바람에 실려오는 그대의 따뜻한
그 웃음소리들 한참을 머물어
오랫동안 그 곳 그자리로
가슴 벅찼던 이 시간이 끝나면
너는 내 앞에서 웃고있겠지
상상했던 그대로
내게 다가와 기다리는 동안",송희란,2016.05.25,222,발라드
하늘아 (Feat. 다은),"떠나버린 그 사람을
생각하며 살아 가는데
너무나도 마음 아픈
당신 생각뿐이라는 것
웃을 때도 마음 한 쪽
찢어지는 나의 가슴을
당신 먼저 보낸 마음
삶의 끝이 나야 끝나죠
내 사랑하는 그대여
하늘 아래 어디에 있나요
하늘 아래는 없겠지요
내가 가야 만날 수 있죠
지금 어디 있나요
내가 지금 달려 갈게요 그대 보러
내가 갈 수 있나요
내 날개를 달아 주세요
내 사랑하는 그대여
하늘 아래 어디에 있나요
하늘 아래는 없겠지요
내가 가야 만날 수 있죠
지금 어디 있나요
내가 지금 달려 갈게요 그대 보러
내가 갈 수 있나요
내 날개를 달아 주세요",케이맨,2016.05.24,12,발라드
Begin Again,"미안하게 널 또 다시
혼자 바라보는 나라서
널 매번 기다리게 해서
그래서 떠난 내 사랑
아무렇지도 않은 듯 하면서
그대의 맘에 비수를 꽂았던 나였죠
그대밖에 몰랐던 사람
이제라도 받아줄래요
그대는 나의 사랑이죠
Oh Yeah
아무렇지도 않았었던
못난 나를 용서해줘요
아무렇지도 않은 듯 하면서
그대의 맘에 상처를 주었던 나였죠
그대밖에 몰랐던 사람
이제라도 받아줄래요
그대는 나의 사랑이죠
Oh Yeah
아무렇지도 않았었던
못난 나를 용서해줘요
아무렇지가 않게도
그댈 바라보는 나여서 미안해요",장도혁,2016.05.24,28,발라드
내맘이 쿵 (Feat. 리틀에스),"뚜뚜뚜
I love you
햇빛 따뜻한 그 날 그 어느 날
너와 난 첫 눈에 반했지
떨리고 또 떨리는 입 맞춤 한 날
그 날 죽어도 못 잊을 거야
많이 들리던 봄 노래 그 노래가
혹시 널 사랑하게 한 걸까
사실 처음 본 순간부터
네 맘을 놓칠까 봐
먼저 고백한 거야
내 맘이 쿵 온 몸이 떨리던
숨이 멎을 것 같던 입 맞춤
너와 하고 싶어
입술에 입술이 닿을 때 그때
내 모든 걸 가져도 돼
너만 다 가져도 돼
뚜뚜뚜
I love you
햇빛 따뜻한 그 날 그 어느 날
너와 난 한 눈에 알았지
집 앞에서 남 몰래 입 맞추던 날
그 날 죽어도 생각할거야
많이 들리던 봄 노래 그 노래가
혹시 널 사랑하게 한 걸까
사실 처음 본 순간부터
네 맘을 놓칠까 봐
먼저 고백한 거야
내 맘이 쿵 온 몸이 떨리던
숨이 멎을 것 같던 입 맞춤
너와 하고 싶어
입술에 입술이 닿을 때 그때
내 모든 걸 가져도 돼
너만 다 가져
널 알게 된 건 꿈만 같아서
웃음만 나와 널 사랑해
내 맘이 쿵 온 몸이 떨리던
숨이 멎을 것 같던 입 맞춤
너와 하고 싶어
입술에 입술이 닿을 때 그때
내 모든 걸 가져도 돼
너만 다 가져도 돼",한지은,2016.05.24,132,발라드
"걸어가요 둘이서 (Feat. 나래, TMDC)","부드러운 바람에 미소 지으며
서로 손에 손을 마주 잡고 걸어가요 영원히
이른 아침 같은 버스 안에서
몰래 너를 찾다가 들켜 놀라 피하죠
우연인 척 다가가려 해봐도
인사 한마디조차 어색한 건 왜일까
영화나 드라마에서 나오는
그 흔해빠진 바보 같은 사랑의 말도
네 앞에만 서면 전혀 다른 의미를 갖죠
괜찮다면 좀 더 용기 내볼래
그저 아무것도 하지 않고 후회하긴 싫어
말 못하고 줄곧 숨겨왔었던
모든 마음 전해주고 싶어 좋아하는 너에게
해 질 무렵 저 멀리서 들리는
너의 목소리에 발걸음은 멈추고
온 세상을 물들이는 노을도
붉은 얼굴만큼은 감출 수가 없는 걸
조용히 잔잔히 울려 퍼지는
이 순간만을 멈춘듯한 시작의 소리
너와 단둘이서 끝이 오지 않길 바랄게
망설이는 너와 너를 닮은 나
아직 모든 것이 서툴지만 확실한 건 하나
이젠 알아 너도 나와 같단 걸
너와 함께라면 어떤 일도 해낼 거야 둘이서
떨리는 숨소리와 눈빛 한 뼘의 거리에
Oh 떠오르죠 처음 마주 본
그 순간부터 나는 너를
솔직하게 전부 내게 말해봐
조금 어긋나도 너를 향해 달려가고 싶어
특별했던 하루 조그만 변화
더욱 두근두근 설레이는 내일 되길 바래
사실은 나 너를 좋아한다고
서툰 걸음으로 시작하는 너와 나의 이야기",초록물꼬기,2016.05.25,14,발라드
Grow Up,"우우우 Oh yeah
Listen Boy 우우 우우 우우우
우우 우우 우우우
Somebody 내게 물어와
사랑이 뭔 줄 아냐고
니 얼굴 떠올라
Somebody 내게 다가와
사랑해 본 적 있냐고
난 또 니가 떠올라
For My Love 아마 넌 모르겠지만
I Think About You 네게 약속해
When I Grow Up 하나부터 열까지 다
전부 네게 보여 줄 거야
When I Grow Up 몰래 숨겨왔던 내 맘
전부 열어 네게 줄 거야
From Myself I'll Be There
우우 우우 우우우
우우 우우 우우우 Hey Boy
사람들이 어리다고 놀리지만
느낌만으로도 알 수 있는 게
딱 하나 있어
너를 만나 네게 느끼는 이 감정
말로 다 표현 못 해 Ma Boy
처음이야 내게
사랑이란 두 글자에 내 가슴이
두근두근거리고 있는 게
정말 신기해 나도 정말 이상해
이런 게 사랑인가 봐요 Alright
l
I Think About You 네게 말할래
When I Grow Up 하나부터 열까지 다
전부 네게 보여 줄 거야
When I Grow Up 몰래 숨겨왔던 내 맘
전부 열어 네게 줄 거야
From Myself I'll Be There
때론 널 기다리다 지쳐서
여기서 Give It Away On My Own
널 잊는다 해도
How Can I How Can I Forget
I'll Be There
조금만 더 기다려
우우 우우우 우우 우우우
When I Grow Up 하나부터 열까지 다
전부 네게 보여 줄 거야
When I Grow Up 몰래 숨겨왔던 내 맘
전부 열어 네게 줄 거야
From Myself I'll Be There
우우 우우 우우우 I'll Be There
우우 우우 우우우 I'll Be There
우우 우우 우우우 I'll Be There
우우 우우 우우우 I'll Be There",하이틴 (HIGHTEEN),2016.05.25,221,발라드
"우리, 밥먹을래요 (Feat. 현진 Of JOA)","반달 눈을 하고 웃음 짓는 너
자꾸 내 맘 떨리게 하네
너를 따라 웃는 날 보고서
사람들이 놀려대
나랑 말이 잘 통하는 그런 사람
내가 꿍 하면 또 짝 하는 사람
우리 밥 먹을래요
아님 영화 볼래요
이런 말을 여자인
내가 먼저 하다니
조금 부끄럽네요
내가 싫은 거 아니죠
방금 웃었잖아요
내가 다 봤는 걸요
사알짝 고개 들어
사슴같이 나와
눈을 마주치는 순간
포올짝 뛰며 귀엽게
깡총깡총 토끼같이
걸어 오는 순간
미소에 심쿵 내 마음이 살짝쿵
여기 꿍 짝하고 잘 맞는 사람 있죠
그래요 나랑 같이 밥 먹어요
아님 라면 먹을래요
농담이에요 근데
어떤 스타일 좋아해요
나랑 말이 잘 통하는 그런 사람
내가 꿍 하면 또 짝 하는 사람
우리 밥 먹을래요
아님 영화 볼래요
이런 말을 여자인
내가 먼저 하다니
조금 부끄럽네요
내가 싫은 거 아니죠
방금 웃었잖아요
내가 다 봤는 걸요
오랜만의 떨림이 어색하네요
이런 내 모습이 참 어색하네요
우리 밥 먹을래요
아님 영화 볼래요
이런 말을 여자인
내가 먼저 하다니
조금 부끄럽네요
내가 싫은 거 아니죠
방금 웃었잖아요
내가 다 봤는 걸요",강보민 (Bomin-K),2016.05.25,48,발라드
