제목,가사,가수,발매일,좋아요수,장르
허락받지 못했던 사랑,"부스러진 일상의 파편들속에
무엇을 바라고 너를 사랑하려 했나

하늘빛 투명한 눈물같은 그대
허락받지 못했던 사랑
만나지 못한다해도
너를 계속 바라볼꺼야
다시는 오지않을 너
너를 계속 사랑할꺼야
지나친 집착에 널 잃었지만
외로운 세상에 너는 어머니의 향기

사랑할 사람이 있는것만으로
행복한 시절이었지
내 길에 남은 그리움
네가 가져갈 수 없다면
다시는 어떤누구도
사랑할 수는 없을거야

하늘빛 투명한
눈물같은 그대
허락받지 못했던 사랑
만나지 못한다해도
너를 계속 바라볼꺼야
다시는 오지않을 너
너를 계속 사랑할꺼야
내 길에 남은 그리움
네가 가져갈 수 없다면
다시는 어떤누구도
사랑할 수는 없을거야",김태우,1993.01.01,19,발라드
심장,"아직도 널 잊지 못했어
그럴 순 없어
잊으면 안되서
너와 나 소중했던 순간
추억이라는
곳에 묻어둘 순 없어
그렇게 시간이 흘러
모든게 변한다 해도
우리가 지켜왔던 사랑은
변하지 않을게
늘 가슴이 찢어져도
기다리고 기다려서
다시 돌아올 수 있게
오늘도 여기서
그 떠나간 이 자리에
멈춰서 한걸음도
움직일 수가 없어
널 기다려 널 기다려

영원히 사랑하겠다던
바보같은 약속
그거 지키려고 나 살아

시간이 자꾸만 흘러
세상이 변해버렸어
다시는 못 볼 것 같은데
내 심장이 말했어
니가 돌아올 거라고
기다리고 기다리면
다시 내게로 온다고
오늘도 여기서
떠나간 널 기다리며
부르고 또 부른다 이 노래를
가버린거니
진짜 떠난거니
어떻게 날 혼자 남겨둔채 떠나가
변하지 않을게
늘 가슴이 찢어져도
기다리고 기다려서
다시 돌아올 수 있게
오늘도 여기서
니가 떠난 이 자리에
멈춰서 한걸음도
움직일 수가 없어

널 기다려",애인,2009.03.30,73,발라드
우리가 설 이땅,"연인들이 바라보듯이 우리 주위를 봐 무관심에
더러워진 땅 영원히 내가 살 곳이고 우리 오랫동안
걸어왔고 걸어 가야 할 소중한
이곳을 감싸고 있는 많은 소음과 공자의 폐수
어둡게 드리워진 건 안개가 아닌걸
조금 더 빨리 가기 위해 만든 자동차의 짙은
매연 속을 거니는 사람의 생명은 더욱 빠른걸 새롭게
꽃 한 송이를 피우는 일이 빠른 생활 속에서
부담으로 다가 온다",푸른하늘,1992.11.01,25,발라드
철이를 위한 영가,"한숨을 내쉬며 고개를 떨군채
무얼 보고 있니 내작은 사랑
너의 작은 손엔 찢겨진 희망뿐
옅은 기대 위에 쓰디쓴 웃음
원망하고 있니 내버려진 세상
마음껏 비웃어 난 할말이 없어
우리를 위해서 우리가 원해서
이렇게 만들어 이제 어떡하니 조금더 편하게 조금더 빠르게 조금더 강하게 조금더 많이
여태껏 그렇게 아무 생각없이 아무 대책없이
달려만 왔지 결국 남겨진건 히뿌연 하늘과
수북히 쌓여진 쓰레기무덤
이런건 아닌데 우리가 바란건 이런건 아니야
우 우 우 워 ~~
이런건 아니야 이런건 아니야 이런건 아니야
우 우 우 워~~",김태우,1992.11.01,16,발라드
어제의 기억으로,"너의 눈 속에
아직 남아 있는 건
지난 날의 파란 그 하늘

눈 부시던 그 햇살과
향기로 가득했던 곳
이렇게 기억만으로
남겨져야 하는지
많은 것을 얻었지만
모두가 잃어버린 것
쉽게는 돌아오지 않을
어제의 시간들

눈 부시던 그 햇살과
향기로 가득했던 곳
이렇게 기억만으로
남겨져야 하는지
많은 것을 얻었지만
모두가 잃어버린 것
쉽게는 돌아오지 않을
어제의 시간들",윤상,1992.11.01,65,발라드
어느 멋진 날,"나란히 그대와 둘이서
비 내리는 거리를
조용히 걷고 있어요
살며시
한쪽어깨가 다 젖어도
나의 맘엔 햇살이 비쳐 드네요
정말 좋은 사람
매일 난 그대와 사랑에 빠져요
아마
한눈에 안 것 같아요
그대가 마지막
나의 사랑이라는 걸
가만히
그대 두 손을 꼭 잡고서
이대로 너와 영원히 머물고 싶어

어디서
이렇게 간절한
마음이 오는 건지
가르쳐 줄 수 있나요
그대를 사랑한다는 말이에요
어떤가요 그대도 나와 같나요
정말
좋은 사람
매일 난 그대와
사랑에 빠져요
아마 한눈에 안 것 같아요
그대가 마지막 나의 사랑이라는 걸
정말
좋은 사람
조금 더 가까이 내게 다가와요
세상 모두가 알 수 있도록
그대와 나 둘이
사랑하고 있다는 걸",The 7th Floor,2009.04.03,105,발라드
오아시스 (동글동글) (Feat. 서영은),"좁은 일기장에 하루 또 하루는
힘겹게 채워져 가지만
내 맘은 따뜻해
너의 작은 미소 하나로
지친 해 질 무렵 가쁜 숨 고르면
달빛 내 어깰 비추듯
조용히 날 감싸는
니 맘을 이젠 알 것 같아
홀로 버려진 아이처럼
서럽게 흘린 눈물
내가 닦아줄게 언제까지라도
꼭 안아 주고 싶어 영원히
이대로 love me love me 말해줄래
이렇게 두근두근 가슴 떨리게
사랑하고 싶었어
니 맘속에 언제나 살고 싶어
여전히 비틀비틀 널 안아 줄
한 사람 누구겠니
그래 나야 메마른 세상 속
사막 가운데 오아시스
너를 앞에 두고 미련한 걸음에
한참을 돌아온 바보
이런 날 늘 감싸준 너에게
이젠 달려갈게
혼자 남겨진 저 별처럼
빛을 잃어간 마음
어루만져 줄게 조금 늦더라도
난 기다릴 수 있어 영원히
이대로 love me love me 말해줄래
이렇게 두근두근 가슴 떨리게
사랑하고 싶었어
니 맘속에 언제나 살고 싶어
여전히 비틀비틀 널 안아 줄
한 사람 누구겠니
그래 나야 메마른 세상 속
사막 가운데 오아시스
몰랐던거야 내가 가진 날개
세상끝에서 한걸음도 갈 수 없던 나
이젠 날 알게됐어
너와 함께면
어디라도 갈 수 있단 걸
이대로 이 시간이 멈춰주길
달력을 넘겨봐도 또 오늘이길
걱정하지 말아줘
남은 날은 늘 너와 단 둘이서
이렇게 동글동글
내 얼굴에 니 입술이 닿는 날
다신 나를 떠나지 않기로
내게 약속해
그래 약속해
내게 하나 뿐인 너
너는 나에게
너는 나에게
오아시스",타임,2009.04.06,84,발라드
기다려,"기다려 난 기다려 널 기다려
숨이 멈출 때까지

기다려 난 기다려 널 기다려
숨이 멎을 때까지

사랑
그것이 얼마나 행복한 것인지
난 알고 있었다
세상의 모든 것이 나의 것이 아님을
새삼 또 깨달은 오늘
그때처럼 니 이름
니 기억 추억
다시 돌릴수 없기 때문에
기다려 널 그때처럼 안을수 있게
기다려 널 그때처럼 볼수 있게
기다려 널 다시 만날수 있게
기다려 널 다시 한번 볼수 있게
기다려 널 다시 그때처럼
기다려 널 니 웃는 모습을 다시
기다려 널 난 다시 만날수 있게
기다려 널 다시 너에게 달려갈게
기다려 난 기다려 널 기다려
숨이 멈출 때까지

기다려 난 기다려 널 기다려
숨이 멎을 때까지

나 니가 있어서 버틸수 있었어
나 니가 있어서 힘들지 않았어
니 미소가 모든걸 잊게 해줬어
니 웃음이 날 다시 일으켜줬어
나 니가 있어서 버틸수 있었어
나 니가 있어서 힘들지 않았어
니 미소가 모든걸 잊게 해줬어
니 웃음이 날 다시 일으켜줬어

기다려",스페이스카우보이 (SPACECOWBOY),2009.04.07,32,발라드
문을 두드리며... (Ending Title),"너만 찾았죠 너 뿐이었죠
처음부터 약속된거죠
하지만 여기 아직도 나는
문을 두드리며 서있죠
눈을 감을때마다 그대 모습 보여도
혼자 외로이 참고 서있죠
보이나요 나의 마음이 미치도록
아프고 아파도 사랑이죠
내 모자란 맘 그대만 보면
아직도 나는 여전히 두드리며 서있죠

나를 버리고 그대가 되죠
이세상은 봄처럼 변하죠
하지만 여기 제자리에서
문을 두드리며 서있죠
견딜수 없을때면 그대 미소 떠올려
이렇게 혼자 참고 서있죠
보이나요 나의 마음이 미치도록
아프고 아파도 사랑이죠
내 모자란 맘 그대만 보면
아직도 나는 여전히 두드리며 서있죠
보이나요 나의 마음이
미치도록 아프고 아파도 사랑이죠
내 모자란 맘 그대만 보면
아직도 나는 여전히 두드리며 서있죠",윤건,2009.04.09,100,"발라드, 국내드라마"
내게 가장 쉬운 일 (Acoustic Ver.),"너만 생각하며 하루를 사는 일
너만 그리며 또 잠이 드는 일
눈뜨면 너를 먼저 떠올리는 일
내게 가장 쉬운 일인데
괜찮냐고 어디에 있냐고
혼잣말로 매일 그대의 안부를 물어요
사랑해 너를 사랑해
이렇게 눈물이 나도
그리워 너무 그리워
난 너를 기다리는데
내일 또 내일이와도
그 다음 내일이와도
나는 너만 그리며
너만 사랑하며 살텐데

바보같이 바보같이 나만
부르고 또 부를 이름에 눈물이 나죠
사랑해 너를 사랑해
이렇게 눈물이 나도
그리워 너무 그리워
난 너를 기다리는데
내일 또 내일이와도
그 다음 내일이와도
나는 너만 그리며
너만 사랑하며 살텐데
울다가 지쳤어도 부르다 쓰러져
나를 잃어도 너 하나만
사랑해 오직 한 사람
내가 사는 이유야
그리워 그리운 사람
널 기다리는 이유야
내일 또 내일이와도
그다음 내일이 와도
나는 너만 그리며
너만 사랑하며 살텐데",SAT,2009.04.09,66,"발라드, 국내드라마"
설탕 (mAd sOuL cHiLd Remix),"그 날 널 보내던 그 날
날 잊겠단 그 말
거짓말같던 그 날
이제 다시는
널 두 번 다시는 볼 수 없단 그 말
말하지 못하는 내 사랑이
바보처럼 바보처럼
너의 집 앞에서 늘 아쉬워하던 밤
매일 그리워 또 돌아보던 길
그 길을 서서 널 기다리는 일
너무 익숙한 이 거리에
습관처럼 난 또 서성이는 일
오지 않을 널 난 기다리는 일
멍하니 혼자 서있는 이 길에
그리움 속엔 니가 사는데

이제 다시는 널 두 번 다시는
볼 수 없단 그 말
말하지 못하는 내 사랑이
바보처럼 바보처럼
너의 집 앞에서 늘 아쉬워하던 밤
매일 그리워 또 돌아보던 길
그 길을 서서 널 기다리는 일
너무 익숙한 이 거리에
습관처럼 난 또 서성이는 일
오지 않을 널 난 기다리는 일
멍하니 혼자 서있는 이 길에
그리움 속엔 니가 사는데
얼마나 지났을까 이 길을 걷다보면
또 언제쯤 우연히 널 볼 수 있을까
아직 못해준 말이 한참 너무 많은데
말하지 못했는데
너의 집 앞에서 늘 아쉬워하던 밤
매일 그리워 또 돌아보던 길
그 길을 서서 널 기다리는 일
너무 익숙한 이 거리에
습관처럼 난 또 서성이는 일
오지 않을 널 난 기다리는 일
멍하니 혼자 서있는 이 길에
그리움 속엔 니가 살아
집 앞에서 늘 아쉬워하던 밤
매일 그리워 또 돌아보던 길
그 길을 서서 널 기다리는 일
너무 익숙한 이 거리에
습관처럼 난 또 서성이는 일
오지 않을 널 난 기다리는 일
멍하니 혼자 서있는 이 길에
그리움 속엔 니가 사는데",조성모,2009.04.09,81,발라드
용서,"야위어 가는 두 눈속에 나의 눈물이
니 작은 입술 위 흐르면
조금은 흐트러진 머릿결
내 어깨 기대면
마지막 입맞춤 해야겠지
미안하단 내 눈물같은 니 목소리
고마워서 나를 걱정마 이젠 울지마
나를 용서해 너무도 사랑한 너였는데
그렇게 차가운 입술로
이별을 말하게 하는 나를
나를 사랑한 나만을 사랑한 너였는데
나아닌 다른 사람에게
이대로 보내야 하는 나를 용서해줘
괜찮아 나의 사랑이 널 잊지 않을께
영원히 널 안 잊을께
조금씩 떨구어진 눈물과 니 향기만으로
난 너의 체온을 느끼잖아
미안하단 내 눈물같은 니 목소리
고마웠어 나를 걱정마 이젠 울지마
나를 용서해
너무도 사랑한 너였는데
그렇게 차가운 입술로
이별을 말하게 하는 나를
나를 사랑한 나만을 사랑한 너였는데
나아닌 다른 사람에게
이대로 보내야 하는 나를 용서해줘",황규영,2009.04.10,11,발라드
시간이 지운다는 말,"아무 말도 내게 전하지 마요
그대 얘기 하지말아요
그 얼마나 잊으려고 애쓰며 사는데
제발 나 좀 그냥 둬요
멀쩡히 웃고 있어도
내 한 쪽 가슴이 툭 떨어져요
시간이 다 지운다는 말
아직은 난 아닌가봐요
그대도 아파했나요
그대도 울고 있나요
기다리다
기다리다
다시 또 제 자리인가요
한 걸음 다시 뒷걸음
결국 난 고스란히 그대 앞이죠
떠날수가 없죠
한 순간에 너무 많이 변했죠
그대 하나 없을뿐인데
별거아닌 작은 일이 더 맘에 걸려서
내 맘 무겁게 누르죠
그 곳에 함께 가줄걸
그대 집 앞까지 바래다줄걸
그토록 듣고 싶어하던
사랑해 지겹게 해줄걸
그대도 아파했나요
그대도 울고있나요
기다리다
기다리다
다시또 제 자리인가요
한 걸음 다시 뒷걸음
결국 난 고스란히 그대 앞이죠
떠날수가 없죠
가슴이 부서진대도
심장이 터진다해도
미치도록
영원토록
가슴에 묻어야겠죠
더 많이 날 미워하고
또 더 많이 나란 사람 원망해줘요
다신 울지 않게
날 찾아 오지 않게",정석,2009.04.13,71,발라드
세상의 끝에서...,"거리의 소음에 묻힌 너의 말은
입술로 보여진 희미한 그 말은
미안해 정말 안되겠다며 말하는
조용하게 다가온
날카로운 이별의 말
분주한 사람들 발걸음 속에서
창피한 줄도 모르는 내 눈물은
사랑해 라고 조용히 고백을 했어
멀어진 네 어깨 위
머리카락 바라보며
어떻게 네가 날 떠나니
알잖아 어렵게 시작한 사랑
내가 아니면 그 어디에도 니가 원한
사랑은 없다는걸 알잖아

이제 세상은 우리를 버렸다고
이제 남은건 우리 둘 뿐이라고
힘들땐 서로 기대줄 힘이 되자던
너의 그 약속은 지금 어디에
사랑만 두고 떠나니
친구의 우정도 버리고 떠났지
모두가 욕해도 난 자신 있었어
후회하지 않고 미안해 하지 않고
오직 너 만은 지키고 싶었어
모두 다 버려도
사랑해 돌이킬순 없어
누구도 우릴 이해해 주진않아
힘들겠지만 세상이 아닌 나를 믿어
그 사랑보다 빛나자
어떻게 네가 날 떠나니
알잖아 어렵게 시작한 사랑
내가 아니면 그 어디에도 니가 원한
사랑은 없다는걸 기억해
세상의 끝에 난 서있어",EVAN 에반 (유호석),2009.04.14,89,발라드
